"GreatPast,GreatFuture",Zoo/Aquarium,artMuseum,natural history museum,science and technology center,park,public library,live music,sporting event,lecture or talk about science,PoliticsInterest,CommunityInterest,SportsNewsInterest,BusinessInterest,ScienceNewsInterest,EntertainmentNewsInterest,HowOftenScienceNews,HowGetScienceNews,HealthMedInterest,TechInterest,EnvironmentInterest,NutritionInterest,AstromonyInterest,EvolutionInterest,BrainInterest,SciKnowledge,AltMethodsSci,RateNewsMediaScience,UseSocialMedia,WatchCrime,WatchMedical,WatchSciFi,Hobbies,ABCNews,CBSNews,NBCNews,BizInsider,Vox,IJR,PBS,Politico,LATimes,PoliticalViews,Language,Parent of 0-17 year olds,Occupation,ReligiousEvents,OwnSmartPhone,ComputerOwner,Age,Education,Race,Gender,HOH,HHSize,HousingType,Income,MaritalStatus,EmploymentStatus,Age,Children0-1,Children2-5,Children6-12,Children13-17,Adults18+
2,0,0,0,0,1,0,0,0,0,2,1,4,2,2,1,4,1,1,0,1,1,0,0,1,3,2,3,1,1,3,2,1,0,0,0,0,0,0,0,0,0,2,1,2,29,6,1,3,2,2,4,2,1,4,2,14,1,1,42,0,0,0,0,4
1,0,0,0,0,0,0,0,0,0,1,1,3,1,1,1,2,2,1,1,1,1,1,0,1,2,2,2,1,2,1,1,1,1,1,1,0,0,0,1,0,1,2,1,2,-2,4,2,1,3,2,1,1,0,2,1,8,3,5,59,0,0,0,0,2
1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,2,1,0,1,1,1,1,1,1,2,2,1,4,4,4,1,0,0,0,0,0,0,1,1,0,3,1,2,11,5,1,2,3,4,1,2,1,2,1,21,1,1,48,0,0,0,0,2
1,0,0,0,0,1,1,0,1,0,2,2,1,3,1,2,2,1,1,1,0,1,0,0,1,1,2,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,1,2,10,4,1,4,3,4,1,1,1,2,3,10,3,1,48,0,0,0,0,2
1,0,0,0,0,0,0,0,0,0,3,1,3,2,1,2,2,2,1,1,1,1,1,0,1,2,1,2,1,1,1,2,2,0,0,0,0,0,0,0,0,0,3,1,1,-2,3,1,2,2,2,1,2,1,3,1,8,1,4,39,0,0,1,0,2
2,0,0,1,0,1,0,1,0,0,4,1,4,4,1,3,3,2,0,0,0,0,1,1,1,2,2,2,1,1,4,2,2,0,0,0,0,0,0,0,0,0,2,1,2,10,6,1,3,3,4,1,2,1,3,1,17,1,1,56,0,0,0,0,3
1,0,0,1,1,0,1,1,0,0,2,1,2,1,1,3,2,2,1,1,1,1,1,1,1,2,2,2,2,3,3,2,2,0,0,1,0,0,0,1,0,0,1,1,1,-2,1,4,1,3,1,4,1,1,3,1,12,1,5,51,0,0,0,1,2
2,0,0,0,0,1,0,0,1,0,1,2,3,2,1,4,-1,-1,0,0,0,0,0,0,0,-1,-1,2,2,1,3,2,2,0,1,0,0,0,0,1,0,0,3,1,2,-2,6,1,2,4,3,1,2,1,2,1,16,1,5,79,0,0,0,0,2
2,0,0,0,0,0,0,0,0,0,4,2,4,4,2,3,3,2,0,0,1,1,0,0,0,3,2,3,2,4,3,4,2,0,0,0,0,0,0,0,0,0,3,1,2,10,4,2,2,4,4,3,1,1,2,1,1,1,1,71,0,0,0,0,2
2,0,1,0,0,1,1,1,1,0,1,1,2,3,2,3,3,1,1,0,1,1,0,0,0,2,1,2,1,2,2,3,2,1,1,1,0,0,0,0,0,0,1,1,2,-2,2,3,1,4,2,1,2,1,2,1,9,2,5,73,0,0,0,0,2
2,1,0,0,0,0,1,0,1,0,3,3,1,2,2,2,2,2,0,1,0,0,0,0,0,2,2,2,1,3,3,2,2,0,0,0,0,0,0,0,0,0,3,1,2,20,6,1,3,2,4,3,1,1,1,3,16,6,1,36,0,0,0,0,1
1,0,0,1,0,0,0,0,0,0,1,1,3,1,2,2,2,2,1,1,1,0,1,0,1,2,1,2,1,1,3,2,2,0,0,0,0,0,0,0,0,0,1,1,1,26,4,1,2,2,2,1,1,1,6,2,12,1,1,31,0,1,3,0,2
1,1,0,1,1,1,0,1,1,0,4,2,2,2,3,2,3,1,1,1,1,1,0,0,1,2,2,2,1,2,1,1,2,0,0,0,0,0,0,0,0,0,2,1,2,26,6,1,2,2,2,4,1,1,4,1,16,5,1,30,0,0,1,0,3
2,0,0,0,0,0,0,1,1,0,2,2,2,2,2,3,3,2,1,1,0,1,0,0,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,2,1,2,1,1,1,3,3,4,2,1,1,1,1,16,1,1,55,0,0,0,0,1
1,0,0,1,0,1,0,1,1,0,1,1,2,2,1,2,1,2,0,1,0,0,1,1,1,1,2,3,1,4,4,4,2,0,0,1,0,0,0,1,0,1,3,1,1,3,6,1,3,3,2,1,1,1,4,1,18,1,1,49,0,0,1,1,2
1,0,0,0,0,0,0,0,0,0,3,2,2,3,2,3,3,1,0,1,1,0,0,0,0,3,2,2,2,2,2,3,2,0,0,0,0,0,0,0,0,0,2,2,1,25,6,1,4,3,1,4,1,1,4,1,5,1,1,54,0,0,1,0,3
2,1,1,0,0,1,1,1,1,1,2,1,3,3,2,3,2,2,1,1,1,1,0,0,1,2,1,4,1,1,1,3,1,0,0,0,0,0,0,0,0,0,3,1,2,2,4,1,2,1,3,1,2,1,2,3,1,5,1,21,0,0,0,0,2
2,1,1,1,0,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,0,1,1,2,2,2,1,2,3,2,2,0,1,0,0,0,0,1,0,0,2,1,2,12,3,1,3,3,4,1,1,1,1,1,14,5,1,54,0,0,0,0,1
2,1,0,0,0,1,0,1,1,0,2,2,2,2,2,3,4,1,1,0,0,1,0,0,0,2,2,3,1,3,2,4,2,0,1,1,0,0,0,0,0,0,1,1,2,18,2,1,2,3,4,1,2,1,2,1,16,1,1,55,0,0,0,0,2
2,1,0,1,1,0,0,0,1,0,2,1,2,2,1,1,3,1,0,1,0,0,1,1,1,2,2,3,1,3,2,1,2,0,0,0,0,0,0,0,0,0,2,1,1,20,4,1,6,2,1,4,1,1,5,1,9,1,1,34,1,1,1,0,2
2,0,0,0,0,1,0,0,0,0,2,1,1,1,2,2,3,1,1,0,0,0,1,0,0,2,2,2,2,2,4,4,2,0,1,1,0,0,0,0,0,0,1,1,2,20,4,1,3,3,2,1,1,1,2,1,14,1,1,59,0,0,0,0,2
2,0,0,0,0,1,0,1,1,0,1,2,2,3,2,3,3,2,1,1,0,0,0,0,0,2,2,3,1,1,3,4,2,1,1,1,0,0,0,0,0,0,3,1,2,22,5,1,2,4,3,1,2,1,2,1,16,1,1,63,0,0,0,0,2
2,1,0,0,1,1,1,0,1,0,3,2,1,2,2,2,2,1,1,0,0,1,0,0,1,2,2,3,1,1,2,2,1,1,1,1,0,0,0,0,0,0,4,1,2,-2,5,1,3,4,4,1,2,1,3,1,18,1,7,60,0,0,0,0,3
1,1,0,0,0,1,0,1,1,0,3,1,1,2,1,3,1,2,0,1,1,0,1,0,0,2,2,3,1,-1,3,1,1,1,1,0,0,0,0,0,0,0,1,1,2,-2,2,1,3,4,3,1,1,1,2,1,16,1,5,65,0,0,0,0,2
2,1,1,1,1,1,1,1,1,1,4,2,4,4,2,2,3,2,1,1,1,1,0,1,1,2,2,2,1,1,2,2,2,0,0,0,0,0,0,0,0,0,2,1,2,8,3,1,2,1,2,1,2,0,4,1,16,5,1,21,0,0,0,1,3
2,0,0,0,0,0,1,0,0,0,1,2,4,2,1,3,2,2,1,1,1,1,1,1,1,3,2,3,1,3,3,4,2,0,1,1,0,0,0,1,0,0,3,1,2,-2,6,1,2,4,3,1,2,1,2,1,17,1,5,83,0,0,0,0,2
2,0,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,2,1,1,1,1,1,1,1,2,1,3,1,3,3,1,2,1,1,1,0,0,0,1,1,1,2,1,2,19,6,1,2,3,4,1,2,1,3,2,15,3,1,51,0,1,0,0,2
1,1,0,0,0,0,0,0,0,0,2,2,2,4,2,3,3,2,0,0,0,0,1,0,0,2,2,3,1,2,4,4,2,0,0,0,0,0,0,0,0,0,2,1,2,-2,6,1,2,1,2,2,1,1,2,3,7,5,4,28,0,0,0,0,2
2,1,0,1,0,0,1,0,0,0,2,2,4,3,1,4,2,1,0,0,1,0,0,1,1,3,2,4,1,4,4,2,1,0,0,0,0,1,0,0,0,0,3,1,2,-2,6,1,2,1,3,4,2,0,4,1,13,5,7,19,0,0,0,1,3
1,1,1,0,0,1,1,1,0,1,3,2,4,3,1,1,2,2,1,1,1,1,0,0,1,1,2,3,1,1,2,1,2,0,0,0,0,0,0,0,0,0,1,1,2,11,2,4,2,1,4,1,2,1,3,3,13,5,1,27,0,0,0,0,3
2,0,0,0,0,0,0,0,0,0,2,1,4,4,2,4,3,2,1,0,0,1,0,0,0,3,2,2,1,4,2,4,2,0,0,0,0,0,0,0,0,0,1,1,1,-2,2,1,3,2,3,3,2,0,3,1,15,1,7,40,0,0,1,0,2
2,1,0,0,0,0,1,1,0,0,1,1,2,2,1,1,3,2,1,1,1,1,0,0,1,1,2,2,2,2,1,3,2,1,0,1,0,0,0,0,0,0,2,1,2,-2,5,1,3,4,4,1,2,1,1,1,12,3,5,65,0,0,0,0,1
1,1,1,0,1,0,1,0,1,0,2,2,3,2,2,3,3,2,1,0,0,1,0,0,1,2,2,2,1,-1,2,4,2,1,0,0,0,0,0,0,0,0,3,1,2,-2,4,1,2,4,4,1,2,1,2,2,16,1,5,74,0,0,0,0,2
1,1,0,0,0,1,0,0,0,0,2,1,3,4,3,2,4,1,1,0,0,1,0,0,1,2,2,2,1,1,1,2,2,0,0,0,0,0,0,0,0,0,3,1,2,-2,2,1,4,4,3,1,2,1,2,2,16,1,5,75,0,0,0,0,2
2,0,0,0,0,0,0,0,0,0,3,2,4,2,3,2,3,2,0,1,1,1,0,0,1,3,2,2,2,2,3,3,1,0,1,0,0,0,0,0,0,0,3,1,2,29,6,1,2,2,3,2,2,0,2,2,15,5,1,33,0,0,0,0,2
2,0,1,0,0,1,0,0,0,0,3,3,4,2,3,3,4,1,0,0,1,1,0,0,0,2,2,4,1,3,4,4,2,0,0,0,0,0,0,1,0,0,1,1,1,1,6,1,2,2,4,1,1,1,4,1,18,1,1,37,2,0,0,0,2
1,0,0,0,0,0,1,0,0,0,1,1,2,2,2,3,3,1,1,0,0,1,0,0,0,2,2,2,2,2,3,4,2,0,1,0,0,0,0,0,0,0,2,1,2,25,3,2,3,3,1,1,1,0,3,4,4,3,2,58,0,0,0,0,3
2,1,1,1,0,1,0,1,1,0,2,2,3,3,2,3,2,2,1,1,1,1,1,1,1,2,2,3,1,3,4,2,2,1,1,1,1,0,0,1,0,0,3,1,2,1,6,1,3,1,3,1,2,0,1,2,15,6,1,25,0,0,0,0,1
2,0,0,0,0,1,0,0,1,0,3,2,3,3,2,3,4,1,1,1,0,1,1,0,1,2,2,2,1,1,3,2,2,0,0,0,0,0,0,0,0,0,1,1,2,21,4,1,2,1,2,1,2,0,3,1,14,5,1,19,0,0,0,2,1
1,1,1,0,1,0,0,0,0,0,2,1,3,2,3,1,4,1,1,0,0,1,0,0,0,3,2,3,2,1,2,4,2,1,1,1,0,0,0,0,0,0,2,1,2,-2,3,4,2,4,2,1,2,1,2,1,12,1,5,75,0,0,0,0,2
1,1,0,0,0,1,1,0,0,0,3,1,4,3,2,2,3,2,1,1,1,1,1,1,1,2,2,2,1,2,3,2,2,1,1,1,0,0,0,0,0,0,3,1,1,-2,5,1,3,1,2,1,2,1,5,4,8,1,7,27,1,1,1,0,2
1,1,0,0,0,1,0,1,1,0,3,2,2,2,2,3,3,2,1,1,0,0,0,0,0,2,-1,3,1,3,3,2,2,0,0,0,0,0,0,0,0,0,3,1,1,-2,4,1,1,3,3,1,1,1,4,1,19,1,7,48,0,0,0,1,3
1,1,0,0,0,1,1,0,0,0,2,2,1,2,1,3,4,1,1,0,0,0,1,1,1,2,2,2,1,2,2,1,2,1,1,1,0,0,0,0,0,0,3,1,2,10,5,1,3,3,2,1,1,1,2,1,14,1,1,58,0,0,0,0,2
2,0,0,0,1,0,0,0,0,0,1,1,2,1,1,2,2,2,1,1,1,1,1,0,1,2,2,2,1,2,1,3,2,0,0,0,0,0,0,0,0,0,2,1,2,8,2,1,2,4,4,4,2,0,2,1,12,5,2,68,0,0,0,0,2
2,0,0,0,0,0,0,0,0,0,2,-1,3,3,3,2,4,-1,0,0,0,0,0,0,0,3,2,3,1,1,2,2,2,1,0,0,0,0,0,0,0,0,1,1,2,-2,5,2,5,3,2,1,2,0,2,1,13,3,4,55,0,0,0,0,2
2,0,0,0,0,1,0,0,0,0,1,2,2,2,2,4,2,2,1,1,0,0,0,0,0,2,2,2,1,2,4,4,2,0,0,0,0,0,0,0,0,0,3,1,2,-2,2,1,2,4,3,1,1,1,1,1,16,1,5,74,0,0,0,0,1
2,1,0,1,1,1,1,1,0,1,2,2,4,2,1,3,1,1,1,1,1,1,1,1,1,1,2,4,1,3,3,1,1,0,0,0,0,0,0,0,0,0,3,1,2,1,6,1,2,3,4,1,1,1,3,1,21,6,1,54,0,0,0,0,3
1,0,0,0,0,1,1,1,1,0,2,1,2,2,2,3,3,2,1,1,0,0,0,0,0,3,2,2,1,3,4,3,2,0,1,0,0,0,0,1,0,0,2,1,2,29,4,1,2,4,4,1,1,1,2,1,11,1,1,68,0,0,0,0,2
1,1,0,0,0,1,0,0,1,0,2,2,2,4,2,2,4,1,1,0,0,1,0,0,0,3,2,2,1,1,1,4,2,1,1,1,0,0,0,0,0,0,1,1,2,14,4,1,3,2,2,1,2,1,1,1,14,1,1,43,0,0,0,0,1
1,0,0,0,0,0,1,1,0,0,2,2,3,3,2,3,4,1,0,0,0,1,0,0,0,3,2,2,1,3,3,3,2,1,0,0,0,0,0,0,0,0,2,1,1,22,3,1,6,2,2,1,2,1,4,1,15,1,1,35,0,0,1,1,2
1,1,1,0,0,0,0,1,1,0,4,2,2,4,4,1,4,1,0,0,0,0,0,0,0,3,2,3,1,2,4,2,2,0,1,0,0,0,0,0,0,0,3,1,2,22,6,1,2,3,2,1,1,1,1,2,11,3,1,47,0,0,0,0,1
2,1,0,0,1,0,1,1,0,0,1,1,3,2,1,3,2,2,1,1,1,1,1,0,1,1,2,3,1,1,3,3,2,0,0,0,0,0,0,0,0,0,3,1,2,22,4,1,3,4,4,1,2,0,2,1,12,3,1,71,0,0,0,0,2
2,0,0,0,0,0,0,0,0,0,3,2,2,3,2,3,4,1,1,0,1,0,0,0,0,3,2,2,1,2,3,2,2,1,1,1,0,0,0,0,0,0,2,2,2,-2,6,4,2,3,1,4,1,1,1,3,7,1,6,50,0,0,0,0,1
2,1,1,0,0,1,1,1,0,1,2,1,2,1,2,4,3,1,1,1,0,1,0,1,1,2,2,3,2,3,4,3,2,0,0,0,0,0,0,0,0,0,1,1,1,10,1,2,2,2,4,1,1,1,4,1,12,1,1,43,0,1,1,0,2
2,0,0,0,0,0,0,1,0,0,2,3,1,1,1,1,3,2,0,1,0,0,1,1,1,2,2,2,1,3,4,2,2,0,0,0,0,0,0,0,0,1,2,1,2,-2,6,1,2,1,3,1,1,0,1,1,16,5,4,20,0,0,0,0,1
2,0,0,0,0,0,0,1,0,0,3,2,2,3,3,2,4,1,0,1,1,0,0,0,0,2,2,2,1,2,3,2,2,1,1,0,0,0,0,0,0,0,3,1,2,16,5,1,4,1,1,1,1,0,3,1,15,5,1,19,0,0,0,0,3
2,0,0,0,0,0,1,0,0,0,3,2,2,2,2,2,4,2,1,0,0,1,0,0,0,3,2,4,1,3,4,4,2,0,0,0,0,0,0,0,0,0,3,1,2,10,6,1,2,3,3,1,2,1,1,2,11,3,1,57,0,0,0,0,1
2,0,0,0,0,0,1,0,1,0,3,2,1,3,3,2,4,1,1,0,0,1,0,0,0,3,2,2,2,1,2,2,2,1,0,0,0,0,0,1,0,0,2,1,2,29,4,1,4,3,2,4,1,0,5,3,18,3,2,53,0,0,0,1,4
1,0,0,0,0,0,0,1,0,0,1,1,3,2,2,2,4,-1,1,1,0,1,1,0,0,3,2,3,1,2,-1,3,2,0,0,0,0,0,0,0,0,0,3,1,2,20,6,1,3,3,3,1,2,1,2,2,18,1,2,58,0,0,0,0,2
2,1,0,0,0,1,1,0,1,0,1,1,2,1,1,3,2,2,1,1,1,1,0,1,1,2,2,2,1,1,1,4,2,0,0,1,0,0,0,0,0,0,3,1,1,5,4,1,1,3,4,1,2,1,8,1,19,1,1,47,0,0,1,3,4
1,0,1,0,1,0,1,0,1,0,1,1,2,2,1,4,1,2,1,1,0,0,1,0,1,2,1,2,1,2,3,1,1,0,0,1,0,0,1,1,0,0,3,1,2,4,2,1,3,4,3,1,1,1,2,1,14,1,1,66,0,0,0,0,2
2,0,0,0,0,0,0,0,0,0,4,1,1,1,4,4,1,2,0,0,0,1,0,0,0,1,2,2,2,4,4,4,2,1,1,0,0,0,0,0,0,0,3,1,2,-2,2,2,6,3,2,2,1,1,1,3,1,5,3,46,0,0,0,0,1
1,0,0,0,0,0,1,0,0,0,2,2,3,2,2,3,2,2,1,0,0,1,1,0,1,2,2,3,1,2,4,4,1,1,1,1,0,0,0,1,0,0,1,1,2,-2,1,1,2,4,4,1,1,1,2,1,15,1,5,80,0,0,0,0,2
1,0,0,0,0,1,0,0,0,0,1,2,1,1,2,3,2,1,0,0,1,1,1,0,0,2,2,4,1,1,2,2,2,0,0,0,0,0,1,1,0,0,2,1,2,17,2,1,1,4,3,2,1,1,2,1,9,1,1,67,0,0,0,0,2
2,1,0,0,1,0,1,1,1,0,1,1,2,1,1,4,1,2,1,0,1,1,1,1,1,1,2,2,2,3,4,1,1,0,0,0,0,0,0,0,0,0,3,1,2,-2,5,1,3,4,3,1,1,0,1,1,18,1,5,63,0,0,0,0,1
2,0,0,0,0,0,0,1,1,0,2,2,1,1,3,1,4,1,1,1,0,1,0,0,1,2,2,2,2,1,1,2,2,0,0,1,0,0,0,0,0,0,3,1,2,1,6,1,2,3,4,3,2,1,1,1,19,1,2,52,0,0,0,0,1
2,0,0,0,1,1,1,1,1,0,1,1,1,1,1,2,1,2,1,1,1,1,0,0,0,1,2,1,2,1,1,3,2,0,1,0,0,0,0,0,0,0,1,1,2,-2,1,1,1,4,4,1,1,1,3,1,16,1,5,70,0,0,0,1,2
1,0,0,1,0,1,1,1,0,0,1,1,3,1,2,1,3,2,1,1,1,1,0,0,1,2,2,4,1,1,2,3,2,1,0,0,0,0,0,0,0,1,2,1,2,-2,1,1,3,4,4,2,2,1,2,1,16,1,5,67,0,0,0,0,2
1,0,0,0,1,1,1,1,1,0,2,2,4,3,2,4,3,1,0,1,1,0,0,0,0,2,2,2,1,3,3,2,2,0,0,0,0,0,0,1,0,0,3,1,1,4,2,1,1,3,4,1,1,1,4,1,16,1,1,47,0,0,2,0,2
2,1,1,0,1,1,0,1,1,0,2,1,3,2,1,2,2,2,1,1,1,1,1,1,1,2,-1,3,1,2,3,2,2,0,1,0,0,0,1,1,0,0,3,1,1,20,2,1,2,2,3,1,2,1,3,2,11,3,1,33,0,1,0,0,2
1,0,0,0,0,1,1,0,1,0,3,1,3,4,4,2,4,1,1,0,0,1,1,0,1,3,2,4,1,4,4,4,2,1,1,1,0,0,0,0,0,0,2,1,1,-1,2,1,2,2,4,4,2,1,4,1,15,1,1,38,0,1,1,0,2
1,0,0,0,0,0,0,0,0,0,1,3,3,2,3,3,-1,1,0,0,0,1,0,0,0,3,2,4,1,3,4,1,2,0,0,0,0,0,0,0,0,0,1,1,2,29,6,1,1,2,4,1,2,0,2,1,9,1,2,40,0,0,0,0,2
2,0,0,0,0,0,0,0,0,0,1,2,3,2,2,3,1,2,1,1,0,0,0,0,1,2,2,2,1,3,1,1,2,1,1,1,0,0,0,1,0,0,2,1,2,-2,5,4,1,4,3,1,2,1,3,3,9,2,5,73,1,0,0,0,2
2,1,1,0,0,0,1,1,0,0,4,2,2,4,3,2,4,1,0,1,0,0,0,1,0,2,2,-1,1,3,3,4,2,1,0,0,0,0,0,0,0,0,3,1,2,-2,5,1,2,1,2,1,2,0,2,1,6,5,7,18,0,0,0,1,1
1,0,0,0,1,0,1,0,0,0,1,1,3,2,1,4,2,2,1,1,1,1,0,0,0,2,2,2,1,3,2,2,1,0,0,0,0,0,1,1,0,0,2,1,2,3,1,1,1,2,4,3,1,1,3,3,15,1,1,33,0,1,0,0,2
2,1,0,0,0,0,0,0,0,0,2,1,4,1,3,2,4,1,1,1,0,1,0,0,0,2,2,3,1,1,1,4,2,1,1,1,0,0,0,0,0,0,1,1,2,8,1,1,2,3,3,1,2,1,2,1,9,1,1,56,0,0,0,0,2
1,0,0,0,0,0,1,1,0,0,1,1,2,3,2,2,2,1,1,1,1,1,0,1,1,2,2,2,1,2,2,2,2,0,1,1,0,0,0,0,0,1,2,2,2,-2,4,1,1,4,1,4,2,1,2,1,8,1,5,66,0,0,0,0,2
2,0,0,0,0,0,0,1,1,0,4,3,2,4,2,3,4,1,1,1,0,1,0,0,0,2,2,3,2,1,2,4,2,0,0,0,0,0,0,0,0,0,1,1,2,17,6,1,3,4,2,1,1,1,2,1,9,1,1,63,0,0,0,0,2
2,1,0,0,0,1,0,1,1,0,4,4,4,4,4,4,4,2,0,0,0,0,0,0,0,4,2,3,2,1,2,2,2,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,4,3,4,1,1,1,4,1,19,1,1,51,0,0,1,1,2
1,0,0,0,0,0,0,0,1,0,2,2,2,2,2,4,2,2,1,0,0,0,1,0,0,2,2,2,2,1,1,1,2,0,1,0,0,0,0,0,1,0,2,1,2,26,6,-1,3,3,3,1,1,1,3,1,19,1,1,47,0,0,0,0,3
2,0,0,0,0,0,0,1,0,0,2,2,4,2,2,4,3,1,1,1,0,0,0,0,0,2,2,3,2,3,3,4,2,0,0,1,0,0,0,0,0,0,3,1,2,1,3,1,1,4,4,1,2,1,2,1,19,1,1,60,0,0,0,0,2
2,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,3,2,1,1,1,1,1,0,1,2,2,3,1,2,3,1,2,1,1,0,0,0,0,0,0,0,2,1,1,29,4,1,2,2,4,1,1,1,1,1,9,1,1,42,0,0,0,0,1
2,0,0,0,0,0,0,0,1,0,1,1,1,1,2,2,3,1,1,0,0,1,0,0,1,2,2,2,1,3,3,4,2,0,0,1,0,1,0,0,0,0,1,1,1,2,2,2,3,3,4,1,2,1,3,1,14,3,1,47,0,0,0,1,2
2,1,0,0,0,1,0,1,0,1,1,1,3,1,1,2,2,2,1,1,1,1,1,1,1,2,2,3,1,1,2,3,2,0,0,0,0,0,0,0,0,0,1,1,2,29,2,1,2,4,4,1,1,1,2,3,19,1,1,69,0,0,0,0,2
2,0,1,0,0,1,1,1,0,0,2,1,4,3,2,4,2,2,1,1,1,1,1,1,1,2,2,3,2,4,4,2,1,0,0,0,0,0,0,0,0,0,2,1,2,16,5,1,2,1,2,1,2,0,3,1,16,5,1,18,0,0,0,0,3
2,0,0,0,0,0,0,1,1,0,1,2,1,1,3,3,4,1,1,0,1,1,0,0,0,3,2,2,2,1,1,3,2,0,0,0,0,0,0,1,0,0,1,1,2,-2,2,4,1,4,2,1,2,1,2,2,13,1,5,75,0,0,0,0,2
1,1,0,1,1,1,1,1,1,0,2,2,3,3,2,2,2,2,1,1,1,1,1,1,1,2,2,2,1,2,2,2,1,0,0,0,0,0,0,0,0,0,2,1,1,2,4,1,3,2,4,1,2,1,4,1,20,1,1,34,0,2,0,0,2
1,1,0,0,1,1,0,1,1,0,4,2,4,4,2,4,4,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,0,0,0,0,0,0,0,0,0,4,1,2,16,5,1,3,1,3,1,2,1,2,3,11,6,1,23,0,0,0,0,2
1,1,0,0,0,0,1,0,0,0,3,2,4,4,2,4,4,-1,1,0,1,1,0,1,0,2,2,3,1,1,4,1,1,0,0,0,0,0,0,0,0,0,1,1,1,-2,2,1,2,1,4,1,2,1,5,3,11,1,7,29,1,2,0,0,2
1,0,0,0,0,0,1,0,0,0,2,1,4,2,2,4,4,1,0,0,0,1,0,0,1,3,2,2,1,1,3,3,2,1,0,0,0,0,0,0,0,0,1,1,2,-1,1,1,2,3,2,1,2,1,3,4,12,1,1,46,0,0,0,0,3
1,0,0,0,0,0,0,0,1,0,1,2,1,1,2,2,4,1,1,0,0,1,0,0,0,3,2,4,1,4,4,4,2,0,0,0,0,0,0,0,0,0,4,2,2,16,6,1,6,3,2,4,1,1,1,3,15,1,1,46,0,0,0,0,1
2,0,0,0,0,1,0,0,0,0,2,2,3,1,1,4,2,2,1,0,1,1,0,0,1,3,2,1,1,3,3,4,2,0,0,1,0,0,0,1,0,0,2,1,2,12,6,4,2,4,3,1,2,1,2,1,20,1,1,75,0,0,0,0,2
2,0,0,0,0,1,0,0,0,0,2,2,1,2,2,4,2,1,1,1,0,1,0,0,0,2,2,4,2,2,2,4,2,0,0,0,0,0,0,0,0,0,1,1,2,1,4,1,1,3,4,1,1,1,2,1,20,1,2,58,0,0,0,0,2
2,0,0,0,0,0,0,1,1,0,4,3,2,3,2,4,1,1,1,1,1,1,0,0,0,3,2,1,1,4,4,4,2,0,0,0,0,0,0,0,0,0,2,2,1,-2,1,1,3,2,3,4,2,1,5,1,9,1,7,38,0,0,2,1,2
1,1,0,0,1,1,1,1,0,0,1,1,2,1,1,2,2,2,1,1,1,0,0,0,1,2,2,2,2,1,1,2,2,1,1,1,0,0,0,0,0,0,1,1,2,13,2,1,3,4,4,1,1,1,2,1,16,1,1,78,0,0,0,0,2
2,0,0,0,0,0,1,0,1,0,2,1,3,2,2,3,2,2,1,1,0,1,1,0,1,2,2,3,1,1,3,4,2,0,0,1,0,0,0,1,0,0,2,1,2,20,2,2,1,4,3,4,1,1,2,1,11,1,1,72,0,0,0,0,2
2,0,0,0,0,1,0,0,0,0,3,3,3,4,4,3,4,-1,0,0,0,0,0,0,0,4,2,2,1,1,3,1,2,1,1,1,0,0,0,0,0,0,3,1,2,29,5,1,2,3,2,1,1,1,2,1,13,1,1,58,0,0,0,0,2
2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,0,1,1,1,2,2,2,2,2,2,1,0,0,0,1,0,0,1,0,0,2,1,1,2,1,1,2,2,4,5,2,1,4,1,21,1,1,37,0,1,1,0,2
1,0,0,0,1,1,1,1,1,1,1,1,3,1,2,4,2,2,1,1,1,1,0,0,1,2,2,3,2,3,4,2,2,1,1,1,0,0,0,1,0,0,2,1,1,1,2,1,1,3,4,1,1,1,3,1,18,1,1,57,0,0,0,1,2
2,0,0,0,0,0,0,0,0,0,1,1,2,2,2,4,3,2,1,0,0,1,1,0,1,2,2,3,1,2,3,2,2,0,0,0,0,0,0,0,0,0,1,1,2,20,1,1,3,3,3,1,2,1,3,1,15,1,1,52,0,0,0,0,3
1,0,1,0,0,1,1,0,0,0,1,1,4,2,2,2,2,1,1,0,1,1,0,1,1,3,2,2,2,1,1,4,2,0,1,1,0,0,0,1,0,0,2,1,2,-2,6,1,2,4,3,1,2,1,2,3,14,1,5,70,0,0,0,0,2
1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,4,1,2,0,1,1,0,1,1,1,1,2,4,1,1,3,1,1,0,0,0,0,0,0,1,0,0,3,1,1,4,2,1,3,3,4,1,1,1,4,1,19,1,1,58,0,0,2,0,2
2,1,0,0,0,0,1,0,1,0,-1,2,2,3,2,3,3,2,1,0,1,0,0,0,0,2,2,3,1,4,4,4,2,0,0,1,0,0,0,1,0,0,2,1,1,3,4,1,4,2,3,1,1,1,4,1,15,1,1,36,0,0,2,0,2
